Gene ID,Gene Name,Chromosome,Gene Start,Gene End,Gene Length,Gene Strand,IntervalCount,Intervals,Interval Dists to Start,Interval Pos,1_WT_NRF2::1 Present,2_Nrf2_dbminus_NRF2::1 Present,3_Keap1_dbminus_NRF2::1 Present,1_WT_NRF2::1 AvgPeak,2_Nrf2_dbminus_NRF2::1 AvgPeak,3_Keap1_dbminus_NRF2::1 AvgPeak,ActRegCount,Peak Sample,Peak Value,UCSC Link,Altsymbols,Full Description,RNA,Affy Tag,PROT
GeneID:24086,Tlk2,11,"105,181,530","105,283,956","102,426",+,1,3_Keap1_dbminus_NRF2::1::449,934,in gene,0,0,1,5.00,2.00,10.00,1,3_Keap1_dbminus_NRF2::1,10,Gene Tlk2,"Tlk, Tlk2, 4933403M19Rik, PKUalpha",tousled-like kinase 2 (Arabidopsis),"NM_001112705.1, NM_011903.3","1416944_a_at, 1429999_at, 1431827_a_at","NP_001106176.1, NP_036033.2"
GeneID:77097,Tanc2,11,"105,589,986","105,929,304","339,318",+,1,3_Keap1_dbminus_NRF2::1::450,233422,in gene,0,0,1,2.00,2.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Tanc2,"5730590C14Rik, Tanc2, 3526402J09Rik","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",NM_181071.3,"1435078_at, 1436513_at",NP_851416.2
GeneID:100216537,Snord104,11,"106,500,991","106,501,063",72,+,1,3_Keap1_dbminus_NRF2::1::452,204,downstream,0,0,1,8.00,7.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Snord104,Snord104,"small nucleolar RNA, C/D box 104",NR_030703.1,,
GeneID:21763,Tex2,11,"106,502,139","106,612,930","110,791",-,3,"3_Keap1_dbminus_NRF2::1::452, 3_Keap1_dbminus_NRF2::1::453, 3_Keap1_dbminus_NRF2::1::454","111735, 58498, 56930","downstream, in gene, in gene",0,0,1,6.00,5.00,13.67,3,3_Keap1_dbminus_NRF2::1,14,Gene Tex2,"AI553404, Def-5, Taz4, 4930568E07Rik, Tex2",testis expressed gene 2,NM_198292.3,,NP_938034.2
GeneID:207165,Bptf,11,"107,033,081","107,131,922","98,841",-,2,"3_Keap1_dbminus_NRF2::1::456, 3_Keap1_dbminus_NRF2::1::457","88098, 87506","in gene, in gene",0,0,1,4.50,4.00,22.50,2,3_Keap1_dbminus_NRF2::1,32,Gene Bptf,"9430093H17Rik, MGC54978, Bptf, Falz",bromodomain PHD finger transcription factor,NM_176850.2,"1427310_at, 1427311_at",NP_789820.2
GeneID:71795,Pitpnc1,11,"107,207,892","107,470,720","262,828",-,1,3_Keap1_dbminus_NRF2::1::458,-8896,upstream,0,0,1,7.00,6.00,27.00,1,3_Keap1_dbminus_NRF2::1,27,Gene Pitpnc1,"1110020B03Rik, AI662802, Pitpnc1, RDGBB, Dnr411, RDGBB1, 5830436L09Rik, rdgB-beta, MGC118005, C330017I21Rik, AI851387","phosphatidylinositol transfer protein, cytoplasmic 1",NM_145823.2,"1428025_s_at, 1428878_a_at, 1428879_at, 1431074_a_at, 1435066_at",NP_665822.1
GeneID:66997,Psmd12,11,"107,479,528","107,498,036","18,508",+,2,"3_Keap1_dbminus_NRF2::1::458, 3_Keap1_dbminus_NRF2::1::459","88, 12632","in gene, in gene",0,0,1,5.50,4.00,22.50,2,3_Keap1_dbminus_NRF2::1,27,Gene Psmd12,"P55, 1500002F15Rik, Psmd12, AI480719","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",NM_025894.2,,NP_080170.1
GeneID:67927,1700096J18Rik,11,"109,346,867","109,353,651","6,784",+,1,3_Keap1_dbminus_NRF2::1::460,9037,downstream,0,0,1,5.00,7.00,37.00,1,3_Keap1_dbminus_NRF2::1,37,Gene 1700096J18Rik,1700096J18Rik,RIKEN cDNA 1700096J18 gene,NR_027883.1,,
GeneID:100036768,Gm11696,11,"109,354,778","109,363,654","8,876",-,1,3_Keap1_dbminus_NRF2::1::460,7750,in gene,0,0,1,5.00,7.00,37.00,1,3_Keap1_dbminus_NRF2::1,37,Gene Gm11696,"OTTMUSG00000003456, Gm11696",predicted gene 11696,NR_038097.1,,
GeneID:14674,Gna13,11,"109,362,794","109,401,369","38,575",+,1,3_Keap1_dbminus_NRF2::1::460,-6890,upstream,0,0,1,5.00,7.00,37.00,1,3_Keap1_dbminus_NRF2::1,37,Gene Gna13,"Galpha13, AU043124, AU024132, Gna13","guanine nucleotide binding protein, alpha 13",NM_010303.3,"1422555_s_at, 1422556_at, 1430295_at, 1433749_at",NP_034433.3
GeneID:27404,Abca8b,11,"109,933,406","109,995,816","62,410",-,1,3_Keap1_dbminus_NRF2::1::461,4360,in gene,0,0,1,3.00,3.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Abca8b,"Abca8, Abca8b","ATP-binding cassette, sub-family A (ABC1), member 8b",NM_013851.2,1427546_at,NP_038879.2
GeneID:72386,2610035D17Rik,11,"113,043,906","113,201,838","157,932",-,1,3_Keap1_dbminus_NRF2::1::463,84446,in gene,0,0,1,3.00,1.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene 2610035D17Rik,2610035D17Rik,RIKEN cDNA 2610035D17 gene,NR_015556.1,,
GeneID:69806,Slc39a11,11,"113,244,855","113,565,815","320,960",-,1,3_Keap1_dbminus_NRF2::1::464,212983,in gene,0,0,1,3.00,4.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Slc39a11,"Slc39a11, 1810074D23Rik","solute carrier family 39 (metal ion transporter), member 11","NM_027216.5, NM_001166503.1",1424905_a_at,"NP_081492.4, NP_001159975.1"
GeneID:432613,4933422H20Rik,11,"115,440,545","115,448,268","7,723",+,1,3_Keap1_dbminus_NRF2::1::466,-2817,upstream,0,0,1,5.00,4.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene 4933422H20Rik,"Trim47l, 4933422H20Rik",RIKEN cDNA 4933422H20 gene,NM_001033775.3,,NP_001028947.1
GeneID:100628623,Mir3968,11,"115,447,961","115,448,060",99,-,1,3_Keap1_dbminus_NRF2::1::466,10332,downstream,0,0,1,5.00,4.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Mir3968,"Mir3968, mmu-mir-3968, mu-mir-3968",microRNA 3968,NR_039549.1,,
GeneID:217316,Slc16a5,11,"115,462,473","115,474,398","11,925",+,1,3_Keap1_dbminus_NRF2::1::467,11639,in gene,0,0,1,5.00,7.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Slc16a5,"A130015N09Rik, MCT5, Slc16a5, MCT 5, MCT 6","solute carrier family 16 (monocarboxylic acid transporters), member 5",NM_001080934.1,1434473_at,NP_001074403.1
GeneID:276905,Armc7,11,"115,475,677","115,490,466","14,789",+,1,3_Keap1_dbminus_NRF2::1::467,-1565,upstream,0,0,1,5.00,7.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Armc7,"MGC27721, Armc7, BC023126, A630084C13",armadillo repeat containing 7,NM_177778.4,1424446_at,NP_808446.1
GeneID:217333,Trim47,11,"116,105,750","116,110,235","4,485",-,2,"1_WT_NRF2::1::50, 3_Keap1_dbminus_NRF2::1::468","5755, 5691","downstream, downstream",1,0,1,12.00,7.00,43.00,1,3_Keap1_dbminus_NRF2::1,43,Gene Trim47,"2210023F24Rik, Trim47",tripartite motif-containing 47,"NM_001205081.1, NM_172570.5",1426784_at,"NP_001192010.1, NP_766158.3"
GeneID:60441,Mrpl38,11,"116,131,817","116,138,868","7,051",-,1,3_Keap1_dbminus_NRF2::1::469,-3932,upstream,0,0,1,5.00,1.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Mrpl38,"MGC8310, Mrpl38, Rpml3, MGC41062, R75240, MRP-L3, 4733401F03Rik, 1110036N21Rik",mitochondrial ribosomal protein L38,NM_024177.3,1430610_at,NP_077139.2
GeneID:217335,Fbf1,11,"116,142,285","116,168,178","25,893",-,1,3_Keap1_dbminus_NRF2::1::469,25378,in gene,0,0,1,5.00,1.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Fbf1,"Fbf1, mKIAA1863, 5930413D20, 1110033G01Rik, RP23-42F6.10",Fas (TNFRSF6) binding factor 1,NM_172571.3,1425979_a_at,NP_766159.3
GeneID:217342,Ube2o,11,"116,537,753","116,581,447","43,694",-,1,3_Keap1_dbminus_NRF2::1::471,8103,in gene,0,0,1,6.00,3.00,34.00,1,3_Keap1_dbminus_NRF2::1,34,Gene Ube2o,"9630022H21, B230113M03Rik, Ube2o, E2-230K, mKIAA1734",ubiquitin-conjugating enzyme E2O,NM_173755.3,1433765_at,NP_776116.2
GeneID:217344,Rhbdf2,11,"116,598,165","116,627,019","28,854",-,1,3_Keap1_dbminus_NRF2::1::472,5419,in gene,0,0,1,5.00,4.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Rhbdf2,"4732465I17Rik, Rhbdf2, Rhbdl6",rhomboid 5 homolog 2 (Drosophila),"NM_172572.3, NM_001167680.1",1434774_at,"NP_766160.2, NP_001161152.1"
GeneID:107817,Jmjd6,11,"116,837,432","116,843,449","6,017",-,1,3_Keap1_dbminus_NRF2::1::473,-9943,upstream,0,0,1,9.00,12.00,50.00,1,3_Keap1_dbminus_NRF2::1,50,Gene Jmjd6,"D11Ertd195e, Ptdsr, PtdSerR, PSR, Jmjd6, 5730436I23Rik, mKIAA0585",jumonji domain containing 6,NM_033398.2,"1420056_s_at, 1420057_at",NP_203971.2
GeneID:74319,Mettl23,11,"116,843,515","116,849,740","6,225",+,1,3_Keap1_dbminus_NRF2::1::473,9877,downstream,0,0,1,9.00,12.00,50.00,1,3_Keap1_dbminus_NRF2::1,50,Gene Mettl23,"4933424L15Rik, 1110005A03Rik, 1500035B17Rik, Mettl23",methyltransferase like 23,NM_028865.3,1430331_at,NP_083141.3
GeneID:20382,Srsf2,11,"116,849,897","116,853,094","3,197",-,1,3_Keap1_dbminus_NRF2::1::473,-298,upstream,0,0,1,9.00,12.00,50.00,1,3_Keap1_dbminus_NRF2::1,50,Gene Srsf2,"Pr264, Sfrs2, SC35, Sfrs10, MRF-1, D11Wsu175e, Srsf2",serine/arginine-rich splicing factor 2,NM_011358.2,"1415807_s_at, 1427504_s_at, 1427816_at",NP_035488.1
GeneID:69900,Mfsd11,11,"116,854,015","116,875,660","21,645",+,1,3_Keap1_dbminus_NRF2::1::473,-623,upstream,0,0,1,9.00,12.00,50.00,1,3_Keap1_dbminus_NRF2::1,50,Gene Mfsd11,"Mfsd11, MGC113819, 2600014M03Rik",major facilitator superfamily domain containing 11,NM_178620.3,1427815_at,NP_848735.1
GeneID:74136,Sec14l1,11,"117,115,172","117,159,268","44,096",+,1,3_Keap1_dbminus_NRF2::1::474,-420,upstream,0,0,1,6.00,7.00,37.00,1,3_Keap1_dbminus_NRF2::1,37,Gene Sec14l1,"Naa-35, Sec14l1, 1200017E04Rik, 2810012L19Rik",SEC14-like 1 (S. cerevisiae),"NM_028777.3, NM_001166506.1, NM_001166507.1, NR_029459.1",,"NP_083053.2, NP_001159978.1, NP_001159979.1"
GeneID:217351,Tnrc6c,11,"117,654,289","117,763,439","109,150",+,1,1_WT_NRF2::1::51,1519,in gene,1,0,0,13.00,4.00,10.00,1,1_WT_NRF2::1,13,Gene Tnrc6c,"9930033H14Rik, Tnrc6c, mKIAA1582",trinucleotide repeat containing 6C,NM_198022.2,1424645_at,NP_932139.2
GeneID:217353,Tmc6,11,"117,765,985","117,780,683","14,698",-,1,3_Keap1_dbminus_NRF2::1::475,-1109,upstream,0,0,1,10.00,9.00,62.00,1,3_Keap1_dbminus_NRF2::1,62,Gene Tmc6,"Tmc6, EVER1, D11Ertd204e",transmembrane channel-like gene family 6,"NM_181321.3, NM_145439.2",1423770_at,"NP_851838.1, NP_663414.3"
GeneID:217356,Tmc8,11,"117,782,297","117,793,137","10,840",+,1,3_Keap1_dbminus_NRF2::1::475,-505,upstream,0,0,1,10.00,9.00,62.00,1,3_Keap1_dbminus_NRF2::1,62,Gene Tmc8,"Ever2, mFLJ00400, FLJ00400, EVIN2, Tmc8",transmembrane channel-like gene family 8,"NM_001195088.1, NM_001195089.1, NM_181856.2, NM_001195090.1",,"NP_001182017.1, NP_001182018.1, NP_862904.1, NP_001182019.1"
GeneID:207607,Ccdc40,11,"119,228,572","119,265,212","36,640",+,1,3_Keap1_dbminus_NRF2::1::478,39796,downstream,0,0,1,8.00,9.00,17.00,1,3_Keap1_dbminus_NRF2::1,17,Gene Ccdc40,"MGC109697, B930008I02Rik, Ccdc40",coiled-coil domain containing 40,NM_175430.4,,NP_780639.1
GeneID:14387,Gaa,11,"119,267,967","119,285,698","17,731",+,1,3_Keap1_dbminus_NRF2::1::478,401,in gene,0,0,1,8.00,9.00,17.00,1,3_Keap1_dbminus_NRF2::1,17,Gene Gaa,"E430018M07Rik, Gaa","glucosidase, alpha, acid","NM_008064.3, NM_001159324.1",1419428_a_at,"NP_032090.3, NP_001152796.1"
GeneID:71885,2310003H01Rik,11,"120,369,562","120,378,746","9,184",-,1,3_Keap1_dbminus_NRF2::1::481,-8710,upstream,0,0,1,4.00,6.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene 2310003H01Rik,"2310003H01Rik, Faap100",,NM_027980.2,,NP_082256.2
GeneID:217365,Nploc4,11,"120,379,798","120,437,700","57,902",-,1,3_Keap1_dbminus_NRF2::1::481,50244,in gene,0,0,1,4.00,6.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Nploc4,"AK129375, Nploc4, Npl4, KIAA1499, mKIAA1499",nuclear protein localization 4 homolog (S. cerevisiae),"NM_199469.2, NM_001195023.1",,"NP_955763.1, NP_001181952.1"
GeneID:209011,Sirt7,11,"120,618,372","120,625,002","6,630",-,3,"3_Keap1_dbminus_NRF2::1::482, 3_Keap1_dbminus_NRF2::1::483, 3_Keap1_dbminus_NRF2::1::484","-5174, -5942, -7830","upstream, upstream, upstream",0,0,1,8.67,6.00,43.67,3,3_Keap1_dbminus_NRF2::1,63,Gene Sirt7,"MGC31235, Sirt7, MGC37560","sirtuin 7 (silent mating type information regulation 2, homolog) 7 (S. cerevisiae)",NM_153056.2,1424238_at,NP_694696.2
GeneID:17134,Mafg,11,"120,628,348","120,633,547","5,199",-,3,"3_Keap1_dbminus_NRF2::1::482, 3_Keap1_dbminus_NRF2::1::483, 3_Keap1_dbminus_NRF2::1::484","3371, 2603, 715","in gene, in gene, in gene",0,0,1,8.67,6.00,43.67,3,3_Keap1_dbminus_NRF2::1,63,Gene Mafg,"AA545192, Mafg, C630022N07Rik","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)",NM_010756.3,1434054_at,NP_034886.1
GeneID:209027,Pycr1,11,"120,635,712","120,643,670","7,958",-,3,"3_Keap1_dbminus_NRF2::1::482, 3_Keap1_dbminus_NRF2::1::483, 3_Keap1_dbminus_NRF2::1::484","13494, 12726, 10838","downstream, downstream, downstream",0,0,1,8.67,6.00,43.67,3,3_Keap1_dbminus_NRF2::1,63,Gene Pycr1,"Pycr1, MGC11688",pyrroline-5-carboxylate reductase 1,NM_144795.3,1424556_at,NP_659044.1
GeneID:100043040,1110002L01Rik,12,"3,403,883","3,426,747","22,864",-,2,"1_WT_NRF2::1::55, 3_Keap1_dbminus_NRF2::1::487","-245, 179","upstream, in gene",1,0,1,14.00,8.00,11.00,1,1_WT_NRF2::1,14,Gene 1110002L01Rik,1110002L01Rik,RIKEN cDNA 1110002L01 gene,NR_030694.1,1429484_at,
GeneID:75302,Asxl2,12,"3,426,857","3,506,852","79,995",+,2,"1_WT_NRF2::1::55, 3_Keap1_dbminus_NRF2::1::487","135, -289","in gene, upstream",1,0,1,14.00,8.00,11.00,1,1_WT_NRF2::1,14,Gene Asxl2,"MGC176101, Asxl2, 4930556B16Rik, mKIAA1685",additional sex combs like 2 (Drosophila),"NM_001270988.1, NM_172421.5",,"NP_001257917.1, NP_766009.2"
GeneID:104111,Adcy3,12,"4,133,397","4,213,524","80,127",+,1,3_Keap1_dbminus_NRF2::1::489,-5749,upstream,0,0,1,5.00,2.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Adcy3,"mKIAA0511, Adcy3, AC3",adenylate cyclase 3,"NM_138305.3, NM_001159536.1, NM_001159537.1","1421959_s_at, 1421960_at","NP_612178.2, NP_001153008.1, NP_001153009.1"
GeneID:208439,Klhl29,12,"5,077,465","5,375,682","298,217",-,2,"3_Keap1_dbminus_NRF2::1::490, 3_Keap1_dbminus_NRF2::1::491","121202, 102082","in gene, in gene",0,0,1,5.00,4.00,26.00,2,3_Keap1_dbminus_NRF2::1,36,Gene Klhl29,"A230106N14Rik, mKIAA1921, Gm68, Kbtbd9, Klhl29",,NM_001164493.1,1434639_at,NP_001157965.1
GeneID:58240,Hs1bp3,12,"8,313,433","8,343,824","30,391",+,1,3_Keap1_dbminus_NRF2::1::493,27719,in gene,0,0,1,1.00,3.00,18.00,1,3_Keap1_dbminus_NRF2::1,18,Gene Hs1bp3,Hs1bp3,HCLS1 binding protein 3,NM_021429.3,"1421994_a_at, 1433843_at",NP_067404.2
GeneID:11852,Rhob,12,"8,497,758","8,499,985","2,227",-,1,3_Keap1_dbminus_NRF2::1::495,-719,upstream,0,0,1,3.00,3.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Rhob,"Arhb, Rhob, MGC117867, AA017882, Arh6","ras homolog gene family, member B",NM_007483.2,,NP_031509.1
GeneID:328059,Slc7a15,12,"8,528,483","8,599,066","70,583",-,1,3_Keap1_dbminus_NRF2::1::496,77466,downstream,0,0,1,5.00,5.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Slc7a15,"Arpat, 2010001P20Rik, 9030221C07Rik, Slc7a15","solute carrier family 7 (cationic amino acid transporter, y+ system), member 15","NM_001038660.1, NM_177802.3",,"NP_001033749.1, NP_808470.1"
GeneID:319503,9930038B18Rik,12,"8,873,190","8,877,459","4,269",-,1,3_Keap1_dbminus_NRF2::1::497,-7837,upstream,0,0,1,4.00,5.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene 9930038B18Rik,9930038B18Rik,RIKEN cDNA 9930038B18 gene,"XR_106689.1, XR_105447.1",,
GeneID:71169,Nbas,12,"13,269,127","13,583,811","314,684",+,1,3_Keap1_dbminus_NRF2::1::499,307033,in gene,0,0,1,4.00,2.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Nbas,"Nbas, Nag, 4933425L03Rik",neuroblastoma amplified sequence,NM_027706.1,"1430587_at, 1436143_at",NP_081982.1
GeneID:217410,Trib2,12,"15,791,727","15,816,785","25,058",-,1,3_Keap1_dbminus_NRF2::1::502,3153,in gene,0,0,1,4.00,3.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Trib2,"TRB-2, AW319517, TRB2, Trib2",tribbles homolog 2 (Drosophila),NM_144551.5,"1426640_s_at, 1426641_at",NP_653134.2
GeneID:50496,E2f6,12,"16,810,965","16,826,752","15,787",+,1,3_Keap1_dbminus_NRF2::1::504,395,in gene,0,0,1,6.00,7.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene E2f6,"AI462434, EMA, E2f6, E2F6b",E2F transcription factor 6,"NM_033270.2, NR_027677.1",,NP_150373.2
GeneID:19878,Rock2,12,"16,894,978","16,988,274","93,296",+,1,3_Keap1_dbminus_NRF2::1::507,-834,upstream,0,0,1,5.00,6.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Rock2,"mKIAA0619, ROKalpha, Rock2m, Rho-kinase, Rock2, Rock-II, B230113H15Rik",Rho-associated coiled-coil containing protein kinase 2,NM_009072.2,1423592_at,NP_033098.2
GeneID:217430,Pqlc3,12,"16,988,648","17,000,118","11,470",-,1,3_Keap1_dbminus_NRF2::1::508,-218,upstream,0,0,1,4.00,5.00,26.00,1,3_Keap1_dbminus_NRF2::1,26,Gene Pqlc3,"Pqlc3, C78076, E030024M05Rik",PQ loop repeat containing,"NM_172574.2, NM_001161111.1",1424906_at,"NP_766162.2, NP_001154583.1"
GeneID:73667,2410004P03Rik,12,"17,004,958","17,011,727","6,769",-,1,3_Keap1_dbminus_NRF2::1::508,11391,downstream,0,0,1,4.00,5.00,26.00,1,3_Keap1_dbminus_NRF2::1,26,Gene 2410004P03Rik,2410004P03Rik,RIKEN cDNA 2410004P03 gene,"NM_001201332.1, NM_001201333.1",1431991_at,"NP_001188261.1, NP_001188262.1"
GeneID:67216,Mboat2,12,"24,831,599","24,960,301","128,702",+,1,3_Keap1_dbminus_NRF2::1::509,131921,downstream,0,0,1,7.00,2.00,43.00,1,3_Keap1_dbminus_NRF2::1,43,Gene Mboat2,"Oact2, Mboat2, 2810049G06Rik, Moact2, AW547221, LPCAT4, AU022889",membrane bound O-acyltransferase domain containing 2,"NM_001083341.1, NM_026037.3",1425029_a_at,"NP_001076810.1, NP_080313.2"
GeneID:19819,Rnaseh1,12,"28,649,602","28,659,591","9,989",+,1,3_Keap1_dbminus_NRF2::1::511,94,in gene,0,0,1,6.00,8.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Rnaseh1,Rnaseh1,ribonuclease H1,NM_011275.2,,NP_035405.2
GeneID:104923,Adi1,12,"28,675,207","28,682,175","6,968",+,1,3_Keap1_dbminus_NRF2::1::512,297,in gene,0,0,1,10.00,6.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Adi1,"AL024210, Ni-ARD, Fe-ARD, Adi1, MTCBP-1",acireductone dioxygenase 1,NM_134052.2,,NP_598813.1
GeneID:19088,Prkar2b,12,"31,958,479","32,061,279","102,800",-,1,3_Keap1_dbminus_NRF2::1::515,64303,in gene,0,0,1,6.00,1.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Prkar2b,"AW061005, Pkarb2, RII(beta), Prkar2b, AI451071, PKARIIbeta","protein kinase, cAMP dependent regulatory, type II beta",NM_011158.3,1430640_a_at,NP_035288.2
GeneID:67452,Pnpla8,12,"44,269,154","44,313,437","44,283",+,1,3_Keap1_dbminus_NRF2::1::527,446,in gene,0,0,1,8.00,6.00,17.00,1,3_Keap1_dbminus_NRF2::1,17,Gene Pnpla8,"MGC150064, AI467579, 1200006O19Rik, Ipla2(gamma), Pnpla8",patatin-like phospholipase domain containing 8,NM_026164.2,1417768_at,NP_080440.2
GeneID:94186,Strn3,12,"51,608,541","51,691,914","83,373",-,1,3_Keap1_dbminus_NRF2::1::528,-502,upstream,0,0,1,11.00,8.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Strn3,"Gs2na, Strn3, SG2NA, striatin-3","striatin, calmodulin binding protein 3","NM_001172098.1, NM_052973.2","1423535_at, 1423536_at","NP_001165569.1, NP_443205.1"
GeneID:11782,Ap4s1,12,"51,690,966","51,738,939","47,973",+,1,3_Keap1_dbminus_NRF2::1::528,1450,in gene,0,0,1,11.00,8.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Ap4s1,"AI314282, Ap4s1","adaptor-related protein complex AP-4, sigma 1",NM_021710.3,,NP_068356.1
GeneID:73278,1700031P21Rik,12,"52,599,984","52,602,322","2,338",-,3,"3_Keap1_dbminus_NRF2::1::529, 3_Keap1_dbminus_NRF2::1::530, 3_Keap1_dbminus_NRF2::1::531","-846, -1326, -2126","upstream, upstream, upstream",0,0,1,6.00,9.67,16.67,3,3_Keap1_dbminus_NRF2::1,18,Gene 1700031P21Rik,1700031P21Rik,RIKEN cDNA 1700031P21 gene,NR_045910.1,,
GeneID:238161,Akap6,12,"52,699,383","53,151,015","451,632",+,1,3_Keap1_dbminus_NRF2::1::532,119417,in gene,0,0,1,3.00,0.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Akap6,"Akap6, MGC73457, AI482140, PRKA, Akapalpha, Akapbeta",A kinase (PRKA) anchor protein 6,NM_198111.2,,NP_932779.2
GeneID:665239,Gm7550,12,"54,387,733","54,391,318","3,585",-,1,3_Keap1_dbminus_NRF2::1::535,1814,in gene,0,0,1,4.00,2.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Gm7550,"Gm7550, Gm666, EG665239",predicted gene 7550,NR_033689.1,,
GeneID:26443,Psma6,12,"55,398,825","55,418,459","19,634",+,1,3_Keap1_dbminus_NRF2::1::537,-9,upstream,0,0,1,7.00,11.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Psma6,"IOTA, Psma6","proteasome (prosome, macropain) subunit, alpha type 6",NM_011968.3,"1416506_at, 1435316_at, 1435317_x_at",NP_036098.1
GeneID:18511,Pax9,12,"56,695,639","56,711,230","15,591",+,1,3_Keap1_dbminus_NRF2::1::541,-9975,upstream,0,0,1,3.00,6.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Pax9,"Pax-9, Pax9",paired box gene 9,NM_011041.2,"1421246_at, 1421247_at",NP_035171.1
GeneID:69706,Lrr1,12,"69,168,814","69,179,010","10,196",+,1,3_Keap1_dbminus_NRF2::1::543,14898,downstream,0,0,1,6.00,3.00,13.00,1,3_Keap1_dbminus_NRF2::1,13,Gene Lrr1,"2410005L11Rik, LRR-1, AU021780, Lrr1, Ppil5",leucine rich repeat protein 1,NM_001081406.1,1427506_at,NP_001074875.1
GeneID:66483,Rpl36al,12,"69,182,734","69,184,067","1,333",-,1,3_Keap1_dbminus_NRF2::1::543,355,in gene,0,0,1,6.00,3.00,13.00,1,3_Keap1_dbminus_NRF2::1,13,Gene Rpl36al,"2410038A03Rik, Rpl36al, RPL36A",ribosomal protein L36A-like,NM_025589.4,,NP_079865.1
GeneID:217664,Mgat2,12,"69,184,158","69,186,773","2,615",+,1,3_Keap1_dbminus_NRF2::1::543,-446,upstream,0,0,1,6.00,3.00,13.00,1,3_Keap1_dbminus_NRF2::1,13,Gene Mgat2,"MGC37173, GLCNACTII, CDGS2, AA407964, Mgat2, GNT-II, GNT2",mannoside acetylglucosaminyltransferase 2,NM_146035.2,1426350_at,NP_666147.1
GeneID:109065,Dnaaf2,12,"69,189,838","69,198,429","8,591",-,1,3_Keap1_dbminus_NRF2::1::543,14717,downstream,0,0,1,6.00,3.00,13.00,1,3_Keap1_dbminus_NRF2::1,13,Gene Dnaaf2,"1110034A24Rik, 2810020C19Rik, AV032410, mknt, TU54, Dnaaf2, Ktu","dynein, axonemal assembly factor 2",NM_027269.3,,NP_081545.3
GeneID:76062,5830428M24Rik,12,"69,464,787","69,475,550","10,763",-,1,3_Keap1_dbminus_NRF2::1::545,17054,downstream,0,0,1,6.00,5.00,10.00,1,3_Keap1_dbminus_NRF2::1,10,Gene 5830428M24Rik,"5830428M24Rik, Gm3007, 100040862",RIKEN cDNA 5830428M24 gene,"NR_038060.1, NR_038061.1",,
GeneID:399510,Map4k5,12,"69,803,757","69,893,163","89,406",-,1,1_WT_NRF2::1::60,635,in gene,1,0,0,12.00,6.00,2.00,1,1_WT_NRF2::1,12,Gene Map4k5,"KHS, GCKR, 4432415E19Rik, Map4k5, MAPKKKK5",mitogen-activated protein kinase kinase kinase kinase 5,NM_201519.2,"1427083_a_at, 1427084_a_at, 1427376_a_at",NP_958927.2
GeneID:73991,Atl1,12,"69,893,105","69,964,085","70,980",+,1,1_WT_NRF2::1::60,-577,upstream,1,0,0,12.00,6.00,2.00,1,1_WT_NRF2::1,12,Gene Atl1,"SPG3, 4930435M24Rik, Atl1, AD-FSP, FSP1, Fsp1, Spg3a, Spg3, Adfsp",atlastin GTPase 1,NM_178628.5,1428260_at,NP_848743.1
